runde_nr,parti_valgt_2013,omtaler_parti,kategori,andel,konfidensintervall_fra,konfidensintervall_til,N
6,Venstre,FRP,Misliker,0.8287462,0.7837322,0.8659929,327
6,Venstre,FRP,Nøytral,0.0856269,0.0596571,0.1214419,327
6,Venstre,FRP,Liker,0.0856269,0.0596571,0.1214419,327
7,Venstre,FRP,Misliker,0.8115016,0.7640446,0.8512717,313
7,Venstre,FRP,Nøytral,0.0830671,0.0570541,0.119438,313
7,Venstre,FRP,Liker,0.1054313,0.0757882,0.1448515,313
9,Venstre,FRP,Misliker,0.8458781,0.7982901,0.8838723,279
9,Venstre,FRP,Nøytral,0.0573477,0.0353196,0.0918067,279
9,Venstre,FRP,Liker,0.0967742,0.0670488,0.1377325,279
1,Venstre,V,Misliker,0.006993,0.0017351,0.027742,286
1,Venstre,V,Nøytral,0.0244755,0.0116601,0.0506542,286
1,Venstre,V,Liker,0.9685315,0.9404164,0.9836114,286
2,Venstre,V,Misliker,0.0212766,0.0088264,0.0503959,235
2,Venstre,V,Nøytral,0.0595745,0.0354605,0.0984134,235
2,Venstre,V,Liker,0.9191489,0.8763585,0.9480088,235
3,Venstre,V,Misliker,0.0344828,0.021798,0.0541404,522
3,Venstre,V,Nøytral,0.0383142,0.0248134,0.0587183,522
3,Venstre,V,Liker,0.9272031,0.9014303,0.946636,522
4,Venstre,V,Misliker,0.0447059,0.028642,0.069138,425
4,Venstre,V,Nøytral,0.08,0.0576381,0.1100247,425
4,Venstre,V,Liker,0.8752941,0.8401945,0.9035693,425
5,Venstre,V,Misliker,0.056,0.0367209,0.0845128,375
5,Venstre,V,Nøytral,0.0666667,0.0453615,0.096962,375
5,Venstre,V,Liker,0.8773333,0.8398993,0.9069841,375
6,Venstre,V,Misliker,0.088685,0.0622071,0.1249316,327
6,Venstre,V,Nøytral,0.0825688,0.057118,0.1179416,327
6,Venstre,V,Liker,0.8287462,0.7837322,0.8659929,327
7,Venstre,V,Misliker,0.111465,0.0809691,0.1515526,314
7,Venstre,V,Nøytral,0.1019108,0.0728453,0.1408122,314
7,Venstre,V,Liker,0.7866242,0.7375432,0.8286591,314
9,Venstre,V,Misliker,0.1223022,0.0885218,0.1666168,278
9,Venstre,V,Nøytral,0.1258993,0.0915994,0.1706304,278
9,Venstre,V,Liker,0.7517986,0.6972872,0.7993188,278
1,Venstre,SP,Misliker,0.4666667,0.4091083,0.5251263,285
1,Venstre,SP,Nøytral,0.3333333,0.280715,0.3904606,285
1,Venstre,SP,Liker,0.2,0.1573214,0.2508106,285
2,Venstre,SP,Misliker,0.5726496,0.5079386,0.6349663,234
2,Venstre,SP,Nøytral,0.2863248,0.2316832,0.3480161,234
2,Venstre,SP,Liker,0.1410256,0.1017762,0.192173,234
3,Venstre,SP,Misliker,0.4433781,0.4011009,0.4864917,521
3,Venstre,SP,Nøytral,0.3205374,0.2817282,0.3619984,521
3,Venstre,SP,Liker,0.2360845,0.2014703,0.2746005,521
4,Venstre,SP,Misliker,0.4787736,0.4313686,0.526564,424
4,Venstre,SP,Nøytral,0.2806604,0.2397798,0.3255263,424
4,Venstre,SP,Liker,0.240566,0.2021077,0.28374,424
5,Venstre,SP,Misliker,0.3716578,0.3239238,0.4220348,374
5,Venstre,SP,Nøytral,0.3101604,0.265129,0.3591028,374
5,Venstre,SP,Liker,0.3181818,0.2727467,0.3673625,374
6,Venstre,SP,Misliker,0.3957055,0.3437671,0.4501087,326
6,Venstre,SP,Nøytral,0.3220859,0.2733408,0.3750373,326
6,Venstre,SP,Liker,0.2822086,0.2357733,0.3337948,326
7,Venstre,SP,Misliker,0.4728435,0.4177908,0.5285645,313
7,Venstre,SP,Nøytral,0.2971246,0.2488451,0.3504015,313
7,Venstre,SP,Liker,0.2300319,0.1865151,0.2802047,313
9,Venstre,SP,Misliker,0.5215827,0.4624719,0.5800953,278
9,Venstre,SP,Nøytral,0.1582734,0.1197091,0.2063489,278
9,Venstre,SP,Liker,0.3201439,0.2676379,0.3776391,278
1,Venstre,SV,Misliker,0.5298246,0.471387,0.5874557,285
1,Venstre,SV,Nøytral,0.2035088,0.160486,0.2545677,285
1,Venstre,SV,Liker,0.2666667,0.2182787,0.3213714,285
2,Venstre,SV,Misliker,0.5744681,0.509902,0.6365904,235
2,Venstre,SV,Nøytral,0.2085106,0.1609792,0.2656331,235
2,Venstre,SV,Liker,0.2170213,0.1686045,0.2747469,235
3,Venstre,SV,Misliker,0.5142857,0.4713935,0.5569685,525
3,Venstre,SV,Nøytral,0.2133333,0.180282,0.2505916,525
3,Venstre,SV,Liker,0.272381,0.2358895,0.312211,525
4,Venstre,SV,Misliker,0.5141509,0.4664012,0.5616437,424
4,Venstre,SV,Nøytral,0.2193396,0.1823544,0.2614277,424
4,Venstre,SV,Liker,0.2665094,0.2264332,0.3108286,424
5,Venstre,SV,Misliker,0.5159574,0.4652233,0.5663648,376
5,Venstre,SV,Nøytral,0.1808511,0.1449955,0.223258,376
5,Venstre,SV,Liker,0.3031915,0.2586381,0.351778,376
6,Venstre,SV,Misliker,0.5718654,0.5173096,0.6247282,327
6,Venstre,SV,Nøytral,0.17737,0.1394927,0.2228686,327
6,Venstre,SV,Liker,0.2507645,0.2065401,0.3008677,327
7,Venstre,SV,Misliker,0.5477707,0.4920551,0.6023142,314
7,Venstre,SV,Nøytral,0.1974522,0.1568741,0.2454706,314
7,Venstre,SV,Liker,0.2547771,0.2094032,0.3061751,314
9,Venstre,SV,Misliker,0.5734767,0.5143283,0.6305953,279
9,Venstre,SV,Nøytral,0.1827957,0.1414872,0.232893,279
9,Venstre,SV,Liker,0.2437276,0.1966527,0.2978927,279
1,Venstre,MDG,Misliker,0.1443662,0.1078966,0.19053,284
1,Venstre,MDG,Nøytral,0.306338,0.2551892,0.3627458,284
1,Venstre,MDG,Liker,0.5492958,0.490667,0.6065869,284
2,Venstre,MDG,Misliker,0.1581197,0.1164949,0.2110643,234
2,Venstre,MDG,Nøytral,0.2606838,0.2080984,0.321168,234
2,Venstre,MDG,Liker,0.5811966,0.5165117,0.6432054,234
3,Venstre,MDG,Misliker,0.1453155,0.117553,0.1783098,523
3,Venstre,MDG,Nøytral,0.2848948,0.2477201,0.3252364,523
3,Venstre,MDG,Liker,0.5697897,0.5268052,0.6117472,523
4,Venstre,MDG,Misliker,0.1485849,0.117695,0.1858741,424
4,Venstre,MDG,Nøytral,0.2806604,0.2397798,0.3255263,424
4,Venstre,MDG,Liker,0.5707547,0.5229458,0.6172789,424
5,Venstre,MDG,Misliker,0.3271277,0.2813789,0.3764184,376
5,Venstre,MDG,Nøytral,0.1542553,0.121028,0.1945855,376
5,Venstre,MDG,Liker,0.518617,0.4678648,0.5689879,376
6,Venstre,MDG,Misliker,0.3780488,0.3269105,0.4320517,328
6,Venstre,MDG,Nøytral,0.1676829,0.1308639,0.2123303,328
6,Venstre,MDG,Liker,0.4542683,0.400848,0.5087626,328
7,Venstre,MDG,Misliker,0.433121,0.3790522,0.4888308,314
7,Venstre,MDG,Nøytral,0.1751592,0.1368051,0.2215069,314
7,Venstre,MDG,Liker,0.3917197,0.338962,0.4471346,314
9,Venstre,MDG,Misliker,0.4157706,0.3589986,0.4748695,279
9,Venstre,MDG,Nøytral,0.1505376,0.1129905,0.1977797,279
9,Venstre,MDG,Liker,0.4336918,0.3763574,0.4928578,279
